,117
0,-3.0
1,-8.8
2,-6.8
3,-5.200000000000001
4,-4.300000000000001
5,-9.000000000000002
6,-4.6000000000000005
7,-10.500000000000002
8,-8.3
9,-6.800000000000001
10,-4.9
11,-9.4
12,-3.1999999999999997
13,-6.200000000000001
14,-3.8000000000000003
15,-4.3
16,-8.200000000000001
17,1.4
18,-8.800000000000002
19,-8.4
20,-9.499999999999998
21,-5.9
22,-7.0
23,-7.200000000000001
24,-2.8000000000000007
25,-0.40000000000000036
26,-6.000000000000001
27,0.5999999999999998
28,-0.9999999999999998
29,-2.4000000000000004
30,2.4
31,-0.2999999999999998
32,-4.0
33,10.5
34,1.6
35,2.9999999999999996
36,-2.3
37,19.199999999999996
38,18.8
39,8.099999999999998
40,28.6
41,21.4
42,19.199999999999996
43,38.9
44,10.799999999999999
45,24.3
46,38.099999999999994
47,63.89999999999999
48,34.3
49,41.9
50,8.799999999999999
51,40.6
52,34.0
53,35.9
54,33.900000000000006
55,31.900000000000002
56,60.99999999999999
57,26.900000000000002
58,42.800000000000004
59,46.0
60,38.9
61,40.1
62,57.39999999999999
63,83.1
64,38.3
65,53.199999999999996
66,50.4
67,46.7
68,70.4
69,40.0
70,92.1
71,55.3
72,42.7
73,54.699999999999996
74,72.7
75,36.1
76,39.6
77,48.8
78,46.099999999999994
79,46.6
80,34.300000000000004
81,68.8
82,33.8
83,66.0
84,43.9
85,37.400000000000006
86,32.2
87,54.099999999999994
88,54.09999999999999
89,66.0
90,49.0
91,48.9
92,44.800000000000004
93,66.5
94,48.4
95,76.0
96,108.90000000000002
97,32.9
98,77.9
99,60.8
