,Score,Epslon,round
0,-8.64,1.6172271999999959,0
1,1.94,0.01776,1
2,22.67,0.01776,2
3,17.68,0.01776,3
4,16.32,0.01776,4
5,19.37,0.01776,5
6,18.94,0.01776,6
7,17.74,0.01776,7
8,21.71,0.01776,8
