,Score,Epslon,round
0,-22.85,3.216516799999996,0
1,-15.3,0.01776,1
2,-15.21,0.01776,2
3,-12.93,0.01776,3
4,-11.51,0.01776,4
5,-7.33,0.01776,5
6,-4.71,0.01776,6
7,-7.83,0.01776,7
8,-4.98,0.01776,8
