,Score,Epslon,round
0,-23.3,3.216516799999996,0
1,-13.51,0.01776,1
2,-5.87,0.01776,2
3,-13.06,0.01776,3
4,-4.22,0.01776,4
5,8.13,0.01776,5
6,27.08,0.01776,6
7,40.07,0.01776,7
8,53.11,0.01776,8
