,Score,Epslon,round
0,-30.86,2.4168719999999957,0
1,-13.09,0.01776,1
2,-7.73,0.01776,2
3,-2.1,0.01776,3
4,2.65,0.01776,4
5,6.33,0.01776,5
6,10.04,0.01776,6
7,23.47,0.01776,7
8,27.83,0.01776,8
