,93
0,-9.3
1,-8.2
2,-11.200000000000001
3,-4.1
4,-6.5
5,-5.2
6,-7.1
7,-8.299999999999999
8,-7.2
9,-3.8
10,-5.300000000000001
11,-4.3
12,-5.6000000000000005
13,-7.8999999999999995
14,-4.600000000000001
15,-10.6
16,-3.2
17,-4.5
18,-8.6
19,-2.7
20,-6.800000000000001
21,-5.8999999999999995
22,-5.299999999999999
23,-8.0
24,-7.000000000000001
25,-6.4
26,-2.3999999999999986
27,-3.8000000000000003
28,-0.7
29,1.5999999999999999
30,-7.000000000000001
31,-0.5000000000000001
32,-3.4000000000000004
33,-5.2
34,-3.8
35,8.0
36,2.5
37,18.700000000000003
38,6.0
39,6.4
40,3.2
41,13.1
42,10.200000000000001
43,9.199999999999998
44,12.1
45,25.8
46,32.4
47,44.099999999999994
48,53.099999999999994
49,27.900000000000002
50,31.9
51,29.7
52,30.1
53,34.6
54,84.89999999999999
55,45.8
56,61.0
57,43.39999999999999
58,59.0
59,43.1
60,36.8
61,46.4
62,40.9
63,13.1
64,50.9
65,72.7
66,94.7
67,41.0
68,47.099999999999994
69,31.300000000000004
70,58.6
71,48.19999999999999
72,33.1
73,36.0
74,37.20000000000001
75,50.099999999999994
76,53.89999999999999
77,40.6
78,65.89999999999999
79,42.4
80,40.9
81,34.5
82,50.5
83,50.9
84,33.9
85,31.499999999999996
86,35.9
87,61.5
88,51.2
89,32.8
90,58.5
91,29.2
92,50.1
93,56.0
94,35.4
95,44.7
96,45.5
97,44.0
98,45.20000000000001
99,53.4
