,44
0,-1.9000000000000004
1,-9.0
2,-9.5
3,-6.5
4,-6.8999999999999995
5,-8.0
6,-6.4
7,-9.6
8,-8.4
9,-4.9
10,-8.1
11,-6.6
12,-7.800000000000001
13,-6.8999999999999995
14,-3.9
15,-8.0
16,-7.800000000000001
17,-4.9
18,-1.600000000000001
19,3.400000000000001
20,-0.8000000000000009
21,-1.6000000000000003
22,9.5
23,18.3
24,22.900000000000002
25,14.999999999999998
26,10.000000000000004
27,38.699999999999996
28,15.700000000000001
29,38.4
30,27.299999999999997
31,62.99999999999999
32,35.199999999999996
33,36.0
34,48.5
35,17.8
36,41.900000000000006
37,29.500000000000004
38,21.2
39,49.9
40,29.599999999999998
41,31.8
42,33.400000000000006
43,32.99999999999999
44,69.3
45,65.19999999999999
46,26.100000000000005
47,30.0
48,50.400000000000006
49,46.699999999999996
50,40.4
51,59.3
52,49.699999999999996
53,35.800000000000004
54,41.60000000000001
55,53.599999999999994
56,46.6
57,34.7
58,71.7
59,35.800000000000004
60,59.300000000000004
61,44.800000000000004
62,42.0
63,45.1
64,20.599999999999998
65,45.9
66,36.8
67,54.80000000000001
68,66.9
69,50.60000000000001
70,39.6
71,60.69999999999999
72,33.10000000000001
73,31.800000000000004
74,50.0
75,59.800000000000004
76,41.8
77,49.6
78,34.6
79,57.5
80,81.8
81,41.3
82,47.5
83,59.1
84,30.400000000000002
85,55.0
86,56.900000000000006
87,55.999999999999986
88,36.99999999999999
89,38.3
90,53.79999999999999
91,38.599999999999994
92,46.4
93,47.0
94,54.800000000000004
95,57.99999999999999
96,60.199999999999996
97,32.7
98,25.4
99,53.4
