,Score,Epslon,round
0,-29.02,0.8175823999999956,0
1,-24.02,0.01776,1
2,-8.58,0.01776,2
3,-4.37,0.01776,3
4,3.83,0.01776,4
5,8.45,0.01776,5
6,14.07,0.01776,6
7,7.0,0.01776,7
8,2.93,0.01776,8
