,Score,Epslon,round
0,-27.42556308273663,4.415983999999996,0
1,-28.555501585402254,0.01776,1
2,-24.79548878771909,0.01776,2
3,-26.781580490906226,0.01776,3
4,-20.032178417135256,0.01776,4
5,-12.891905451577324,0.01776,5
6,-14.098464890739795,0.01776,6
7,-11.232199328223064,0.01776,7
8,-14.926931406059884,0.01776,8
