,63
0,-9.0
1,-9.0
2,-8.799999999999999
3,-6.800000000000001
4,-8.4
5,-7.6000000000000005
6,-3.0
7,-1.5999999999999996
8,-5.9
9,-2.2
10,-7.699999999999999
11,-5.1
12,-6.300000000000001
13,-7.800000000000001
14,-7.6000000000000005
15,-5.8
16,-8.5
17,-5.8999999999999995
18,1.0999999999999996
19,4.0
20,1.0999999999999996
21,5.8999999999999995
22,14.100000000000001
23,14.200000000000001
24,16.0
25,21.1
26,7.200000000000001
27,40.7
28,13.9
29,36.3
30,44.5
31,22.000000000000004
32,28.399999999999995
33,27.299999999999997
34,36.1
35,30.200000000000003
36,21.5
37,39.8
38,29.4
39,55.4
40,28.6
41,29.6
42,65.3
43,48.1
44,80.80000000000001
45,34.7
46,42.5
47,39.4
48,26.6
49,36.49999999999999
50,25.900000000000002
51,56.699999999999996
52,35.7
53,41.3
54,20.699999999999996
55,44.20000000000001
56,54.8
57,42.5
58,29.699999999999996
59,47.5
60,47.5
61,53.0
62,48.400000000000006
63,40.00000000000001
64,53.0
65,39.599999999999994
66,56.50000000000001
67,55.7
68,30.899999999999995
69,37.1
70,45.3
71,45.3
72,46.599999999999994
73,47.89999999999999
74,41.99999999999999
75,59.900000000000006
76,41.7
77,63.39999999999999
78,37.7
79,21.1
80,24.100000000000005
81,61.50000000000001
82,41.0
83,28.1
84,57.6
85,38.6
86,30.6
87,39.4
88,33.900000000000006
89,53.2
90,49.1
91,33.800000000000004
92,37.0
93,43.099999999999994
94,43.9
95,48.7
96,65.69999999999999
97,38.1
98,51.3
99,40.699999999999996
