,Score,Epslon,round
0,-37.37,2.4168719999999957,0
1,-26.41,0.01776,1
2,-19.45,0.01776,2
3,-16.2,0.01776,3
4,-19.53,0.01776,4
5,-15.21,0.01776,5
6,-18.86,0.01776,6
7,-16.84,0.01776,7
8,-16.24,0.01776,8
