,Score,Epslon,round
0,-39.96,2.4168719999999957,0
1,-46.01,0.01776,1
2,-41.95,0.01776,2
3,-34.41,0.01776,3
4,-20.74,0.01776,4
5,-33.71,0.01776,5
6,-43.64,0.01776,6
7,-31.95,0.01776,7
8,-30.31,0.01776,8
