,171
0,-6.9
1,-6.6000000000000005
2,-7.300000000000001
3,-7.4
4,-7.1
5,-2.8
6,-9.3
7,-10.0
8,-5.6
9,-6.900000000000001
10,-6.5
11,-5.000000000000001
12,0.0
13,1.6999999999999995
14,-1.9000000000000004
15,0.5999999999999996
16,-3.9999999999999996
17,-3.2
18,-4.200000000000001
19,-3.1000000000000005
20,-6.6000000000000005
21,-5.800000000000001
22,10.099999999999998
23,-1.0
24,0.1999999999999995
25,-2.7
26,8.599999999999998
27,8.0
28,-3.3999999999999995
29,1.6
30,0.39999999999999947
31,16.3
32,-3.8000000000000007
33,11.7
34,31.599999999999998
35,20.999999999999996
36,19.200000000000003
37,12.3
38,10.900000000000002
39,21.1
40,6.8
41,24.8
42,19.1
43,30.1
44,12.4
45,31.700000000000003
46,19.2
47,49.59999999999999
48,27.900000000000002
49,42.4
50,25.0
51,27.3
52,25.4
53,34.400000000000006
54,14.1
55,28.299999999999997
56,28.299999999999997
57,42.099999999999994
58,31.700000000000003
59,44.9
60,68.10000000000001
61,29.099999999999994
62,19.7
63,57.900000000000006
64,48.800000000000004
65,62.79999999999999
66,25.4
67,35.2
68,37.300000000000004
69,34.3
70,29.0
71,36.0
72,39.4
73,61.7
74,32.900000000000006
75,42.8
76,74.69999999999999
77,55.39999999999999
78,45.699999999999996
79,59.2
80,54.2
81,84.19999999999999
82,38.0
83,43.79999999999999
84,50.300000000000004
85,47.4
86,33.0
87,51.4
88,47.1
89,78.2
90,53.3
91,49.199999999999996
92,50.5
93,58.100000000000016
94,60.39999999999999
95,44.7
96,48.0
97,42.7
98,32.4
99,66.3
