,Score,Epslon,round
0,-25.115748585225777,2.8166943999999954,0
1,-28.08290009083125,0.01776,1
2,-27.76886711672619,0.01776,2
3,-27.01681774383027,0.01776,3
4,-24.557892272133618,0.01776,4
5,-23.87347953948513,0.01776,5
6,-26.279070808144812,0.01776,6
7,-24.101743127115913,0.01776,7
8,-24.402272872061726,0.01776,8
