,Score,Neuronios,Layers,Round
2755,-27.99,9,8,1
2756,-31.19,9,8,2
2757,-20.47,9,8,3
2758,-5.88,9,8,4
2759,-4.01,9,8,5
2760,-1.3,9,8,6
2761,-1.68,9,8,7
2762,-1.26,9,8,8
2763,-35.81,10,9,0
2764,-27.15,10,9,1
2765,-15.76,10,9,2
2766,-1.33,10,9,3
2767,-6.1,10,9,4
2768,-1.39,10,9,5
2769,-3.29,10,9,6
2770,-2.56,10,9,7
2771,8.44,10,9,8
2772,-29.4,11,9,0
2773,-21.76,11,9,1
2774,-12.33,11,9,2
2775,-2.82,11,9,3
2776,-5.19,11,9,4
2777,-2.11,11,9,5
2778,-6.24,11,9,6
2779,-9.97,11,9,7
2780,-7.07,11,9,8
2781,-27.47,12,9,0
2782,-26.71,12,9,1
2783,-4.63,12,9,2
2784,7.9,12,9,3
2785,11.04,12,9,4
2786,8.3,12,9,5
2787,12.52,12,9,6
2788,13.11,12,9,7
2789,6.63,12,9,8
2790,-26.58,13,9,0
2791,-15.96,13,9,1
2792,-2.69,13,9,2
2793,7.23,13,9,3
2794,8.76,13,9,4
2795,8.3,13,9,5
2796,6.82,13,9,6
2797,11.81,13,9,7
2798,13.91,13,9,8
2799,-27.97,14,9,0
2800,-16.43,14,9,1
2801,-7.96,14,9,2
2802,-8.01,14,9,3
2803,-27.18,14,9,4
2804,-18.07,14,9,5
2805,-6.2,14,9,6
2806,-0.46,14,9,7
2807,1.37,14,9,8
2808,-36.38,17,9,0
2809,-30.63,17,9,1
2810,-28.76,17,9,2
2811,-27.24,17,9,3
2812,-14.34,17,9,4
2813,-0.42,17,9,5
2814,8.55,17,9,6
2815,9.64,17,9,7
2816,15.77,17,9,8
2817,-34.74,18,9,0
2818,-31.76,18,9,1
2819,-16.91,18,9,2
2820,-10.12,18,9,3
2821,-0.51,18,9,4
2822,-1.91,18,9,5
2823,4.75,18,9,6
2824,9.09,18,9,7
2825,16.07,18,9,8
2826,-34.3,20,9,0
2827,-25.47,20,9,1
2828,-16.7,20,9,2
2829,-10.47,20,9,3
2830,-3.99,20,9,4
2831,11.55,20,9,5
2832,14.69,20,9,6
2833,9.67,20,9,7
2834,4.96,20,9,8
2835,-42.62,22,9,0
2836,-27.96,22,9,1
2837,-17.21,22,9,2
2838,3.54,22,9,3
2839,7.31,22,9,4
2840,5.27,22,9,5
2841,14.45,22,9,6
2842,11.62,22,9,7
2843,10.18,22,9,8
2844,-23.82,26,9,0
2845,-20.65,26,9,1
2846,-13.77,26,9,2
2847,-8.62,26,9,3
2848,-13.9,26,9,4
2849,-9.87,26,9,5
2850,-9.3,26,9,6
2851,-6.33,26,9,7
2852,-4.19,26,9,8
2853,-21.98,27,9,0
2854,-6.56,27,9,1
2855,4.7,27,9,2
2856,11.98,27,9,3
2857,14.0,27,9,4
2858,8.69,27,9,5
2859,17.0,27,9,6
2860,15.2,27,9,7
2861,26.56,27,9,8
2862,-27.82,28,9,0
2863,-0.15,28,9,1
2864,18.1,28,9,2
2865,14.32,28,9,3
2866,17.32,28,9,4
2867,11.52,28,9,5
2868,13.1,28,9,6
2869,13.93,28,9,7
2870,14.41,28,9,8
2871,-31.04,29,9,0
2872,-28.24,29,9,1
2873,-27.42,29,9,2
2874,-26.82,29,9,3
2875,-21.93,29,9,4
2876,-27.76,29,9,5
2877,-26.81,29,9,6
2878,-29.05,29,9,7
2879,-30.85,29,9,8
2880,-37.83,3,9,0
2881,-29.6,3,9,1
2882,-34.86,3,9,2
2883,-31.94,3,9,3
2884,-30.93,3,9,4
2885,-27.99,3,9,5
2886,-30.83,3,9,6
2887,-28.48,3,9,7
2888,-34.18,3,9,8
2889,-30.37,30,9,0
2890,-23.48,30,9,1
2891,-17.0,30,9,2
2892,-3.43,30,9,3
2893,5.63,30,9,4
2894,3.86,30,9,5
2895,12.05,30,9,6
2896,11.16,30,9,7
2897,15.99,30,9,8
2898,-43.97,32,9,0
2899,-39.94,32,9,1
2900,-36.95,32,9,2
2901,-13.65,32,9,3
2902,4.97,32,9,4
2903,19.51,32,9,5
2904,19.53,32,9,6
2905,34.3,32,9,7
2906,29.51,32,9,8
2907,-30.8,34,9,0
2908,-26.0,34,9,1
2909,-17.59,34,9,2
2910,-7.41,34,9,3
2911,12.39,34,9,4
2912,13.03,34,9,5
2913,13.38,34,9,6
2914,4.57,34,9,7
2915,12.73,34,9,8
2916,-42.97,38,9,0
2917,-30.78,38,9,1
2918,-27.19,38,9,2
2919,-15.2,38,9,3
2920,-7.38,38,9,4
2921,-8.14,38,9,5
2922,0.36,38,9,6
2923,4.4,38,9,7
2924,9.58,38,9,8
2925,-25.16,39,9,0
2926,-28.91,39,9,1
2927,-27.01,39,9,2
2928,-10.85,39,9,3
2929,-6.96,39,9,4
2930,-6.15,39,9,5
2931,-9.34,39,9,6
2932,-1.67,39,9,7
2933,-1.19,39,9,8
2934,-33.42,4,9,0
2935,-29.94,4,9,1
2936,-27.27,4,9,2
2937,-28.3,4,9,3
2938,-36.04,4,9,4
2939,-29.12,4,9,5
2940,-32.55,4,9,6
2941,-30.07,4,9,7
2942,-33.1,4,9,8
2943,-30.84,40,9,0
2944,-1.93,40,9,1
2945,12.29,40,9,2
2946,17.17,40,9,3
2947,26.56,40,9,4
2948,17.24,40,9,5
2949,25.17,40,9,6
2950,15.9,40,9,7
2951,15.03,40,9,8
2952,-31.22,41,9,0
2953,-26.14,41,9,1
2954,-15.66,41,9,2
2955,-14.14,41,9,3
2956,-5.24,41,9,4
2957,-6.41,41,9,5
2958,-15.29,41,9,6
2959,-7.94,41,9,7
2960,-1.87,41,9,8
2961,-20.02,44,9,0
2962,-6.61,44,9,1
2963,-4.45,44,9,2
2964,5.45,44,9,3
2965,5.27,44,9,4
2966,8.49,44,9,5
2967,5.12,44,9,6
2968,15.58,44,9,7
2969,7.6,44,9,8
2970,-27.74,45,9,0
2971,-15.23,45,9,1
2972,1.28,45,9,2
2973,9.82,45,9,3
2974,18.37,45,9,4
2975,21.37,45,9,5
2976,19.27,45,9,6
2977,14.88,45,9,7
2978,8.9,45,9,8
2979,-33.0,46,9,0
2980,-21.78,46,9,1
2981,-25.09,46,9,2
2982,-18.03,46,9,3
2983,0.09,46,9,4
2984,-3.06,46,9,5
2985,5.25,46,9,6
2986,9.64,46,9,7
2987,6.03,46,9,8
2988,-32.36,47,9,0
2989,-32.51,47,9,1
2990,-23.11,47,9,2
2991,-16.11,47,9,3
2992,-4.09,47,9,4
2993,-0.07,47,9,5
2994,13.77,47,9,6
2995,11.63,47,9,7
2996,8.35,47,9,8
2997,,48,9,0
2998,-38.43,48,9,1
2999,-1.66,48,9,2
3000,13.25,48,9,3
3001,18.03,48,9,4
3002,15.06,48,9,5
3003,32.81,48,9,6
3004,27.37,48,9,7
3005,28.49,48,9,8
3006,20.28,48,9,9
3007,,48,9,10
3008,-38.24,48,9,11
3009,-27.96,48,9,12
3010,2.21,48,9,13
3011,15.75,48,9,14
3012,27.56,48,9,15
3013,25.39,48,9,16
3014,23.35,48,9,17
3015,12.93,48,9,18
3016,33.3,48,9,19
3017,,48,9,20
3018,,49,9,0
3019,-17.83,49,9,1
3020,-13.11,49,9,2
3021,-6.13,49,9,3
3022,-10.37,49,9,4
3023,0.07,49,9,5
3024,-7.24,49,9,6
3025,4.73,49,9,7
3026,3.47,49,9,8
3027,16.23,49,9,9
3028,,49,9,10
3029,-37.53,49,9,11
3030,-30.55,49,9,12
3031,-8.65,49,9,13
3032,3.79,49,9,14
3033,15.45,49,9,15
3034,17.6,49,9,16
3035,27.63,49,9,17
3036,21.34,49,9,18
3037,20.32,49,9,19
3038,,49,9,20
3039,-28.95,5,9,0
3040,-27.75,5,9,1
3041,-22.7,5,9,2
3042,-26.56,5,9,3
3043,-31.23,5,9,4
3044,-30.6,5,9,5
3045,-23.47,5,9,6
3046,-32.65,5,9,7
3047,-35.81,5,9,8
3048,-43.59,50,9,0
3049,-31.34,50,9,1
3050,-6.55,50,9,2
3051,5.46,50,9,3
3052,3.85,50,9,4
3053,5.38,50,9,5
3054,6.29,50,9,6
3055,5.52,50,9,7
3056,-2.88,50,9,8
3057,-36.78,6,9,0
3058,-32.04,6,9,1
3059,-28.45,6,9,2
3060,-22.27,6,9,3
3061,-22.29,6,9,4
3062,-15.25,6,9,5
3063,-14.07,6,9,6
3064,-11.64,6,9,7
3065,-15.09,6,9,8
3066,-32.48,7,9,0
3067,-27.51,7,9,1
3068,-25.28,7,9,2
3069,-18.47,7,9,3
3070,-37.17,7,9,4
3071,-6.17,7,9,5
3072,-5.3,7,9,6
3073,-1.06,7,9,7
3074,-2.08,7,9,8
3075,-30.5,8,9,0
3076,-33.35,8,9,1
3077,-28.58,8,9,2
3078,-22.74,8,9,3
3079,-17.85,8,9,4
3080,-15.4,8,9,5
3081,-9.15,8,9,6
3082,-6.91,8,9,7
3083,-7.7,8,9,8
3084,-30.59,9,9,0
3085,-31.33,9,9,1
3086,-34.41,9,9,2
3087,-30.93,9,9,3
3088,-32.11,9,9,4
3089,-34.48,9,9,5
3090,-31.34,9,9,6
3091,-31.04,9,9,7
3092,-34.72,9,9,8
