,Score,Neuronios,Layers,Round
0,-24.84,10,1,0
1,-9.71,10,1,1
2,-3.08,10,1,2
3,-7.52,10,1,3
4,-6.65,10,1,4
5,3.53,10,1,5
6,1.41,10,1,6
7,3.07,10,1,7
8,3.54,10,1,8
9,-30.43,11,1,0
10,-23.01,11,1,1
11,-20.54,11,1,2
12,-20.97,11,1,3
13,-22.14,11,1,4
14,-20.05,11,1,5
15,-27.06,11,1,6
16,-27.45,11,1,7
17,-26.97,11,1,8
18,-23.88,12,1,0
19,-16.03,12,1,1
20,-22.13,12,1,2
21,-21.31,12,1,3
22,-20.95,12,1,4
23,-25.25,12,1,5
24,-22.16,12,1,6
25,-18.92,12,1,7
26,-22.79,12,1,8
27,-39.77,13,1,0
28,-23.51,13,1,1
29,-24.1,13,1,2
30,-11.26,13,1,3
31,-5.99,13,1,4
32,-7.95,13,1,5
33,-10.17,13,1,6
34,-8.97,13,1,7
35,-1.4,13,1,8
36,-37.75,14,1,0
37,-19.72,14,1,1
38,-20.12,14,1,2
39,-13.71,14,1,3
40,-10.56,14,1,4
41,-7.98,14,1,5
42,-14.23,14,1,6
43,-17.75,14,1,7
44,-8.73,14,1,8
45,-22.52,15,1,0
46,-22.92,15,1,1
47,-33.1,15,1,2
48,-19.03,15,1,3
49,-19.95,15,1,4
50,-19.38,15,1,5
51,-22.0,15,1,6
52,-24.37,15,1,7
53,-23.5,15,1,8
54,-31.22,16,1,0
55,-28.78,16,1,1
56,-19.89,16,1,2
57,-8.27,16,1,3
58,-12.44,16,1,4
59,-8.56,16,1,5
60,-0.17,16,1,6
61,2.03,16,1,7
62,3.04,16,1,8
63,-34.19,17,1,0
64,-13.59,17,1,1
65,4.6,17,1,2
66,13.77,17,1,3
67,11.28,17,1,4
68,10.65,17,1,5
69,19.09,17,1,6
70,11.75,17,1,7
71,10.64,17,1,8
72,-29.2,18,1,0
73,-7.97,18,1,1
74,2.72,18,1,2
75,5.35,18,1,3
76,3.74,18,1,4
77,-0.99,18,1,5
78,1.1,18,1,6
79,2.07,18,1,7
80,5.46,18,1,8
81,-39.92,19,1,0
82,-39.64,19,1,1
83,-24.74,19,1,2
84,-19.58,19,1,3
85,-11.45,19,1,4
86,-12.52,19,1,5
87,-15.95,19,1,6
88,-15.24,19,1,7
89,-11.43,19,1,8
90,-32.62,20,1,0
91,-20.97,20,1,1
92,-8.64,20,1,2
93,-11.08,20,1,3
94,-14.55,20,1,4
95,-15.79,20,1,5
96,-9.82,20,1,6
97,-10.3,20,1,7
98,-14.26,20,1,8
99,-24.4,21,1,0
100,-4.47,21,1,1
101,12.17,21,1,2
102,24.53,21,1,3
103,16.99,21,1,4
104,20.08,21,1,5
105,18.39,21,1,6
106,25.14,21,1,7
107,21.59,21,1,8
108,-31.3,22,1,0
109,-30.71,22,1,1
110,-28.55,22,1,2
111,-19.0,22,1,3
112,-10.54,22,1,4
113,-11.67,22,1,5
114,-7.3,22,1,6
115,-10.84,22,1,7
116,-9.17,22,1,8
117,-39.34,23,1,0
118,-27.03,23,1,1
119,-25.98,23,1,2
120,-24.62,23,1,3
121,-20.08,23,1,4
122,-20.7,23,1,5
123,-19.96,23,1,6
124,-17.65,23,1,7
125,-14.79,23,1,8
126,-21.48,24,1,0
127,-7.69,24,1,1
128,-2.75,24,1,2
129,-2.2,24,1,3
130,5.08,24,1,4
131,6.0,24,1,5
132,-1.52,24,1,6
133,3.93,24,1,7
134,2.92,24,1,8
135,-35.79,25,1,0
136,-28.39,25,1,1
137,-20.41,25,1,2
138,-15.96,25,1,3
139,-5.97,25,1,4
140,-2.59,25,1,5
141,2.47,25,1,6
142,8.07,25,1,7
143,5.08,25,1,8
144,-24.85,26,1,0
145,-8.25,26,1,1
146,-15.64,26,1,2
147,-13.4,26,1,3
148,-4.86,26,1,4
149,-11.97,26,1,5
150,-7.42,26,1,6
151,-11.35,26,1,7
152,-17.07,26,1,8
153,-25.83,27,1,0
154,-18.13,27,1,1
155,-14.73,27,1,2
156,-10.98,27,1,3
157,-7.77,27,1,4
158,-6.92,27,1,5
159,-6.38,27,1,6
160,-7.68,27,1,7
161,-6.42,27,1,8
162,-31.51,28,1,0
163,-23.24,28,1,1
164,-25.07,28,1,2
165,-21.39,28,1,3
166,-21.37,28,1,4
167,-20.32,28,1,5
168,-16.57,28,1,6
169,-22.98,28,1,7
170,-16.4,28,1,8
171,-25.52,29,1,0
172,-15.19,29,1,1
173,-11.59,29,1,2
174,-5.46,29,1,3
175,-8.81,29,1,4
176,-6.04,29,1,5
177,-13.82,29,1,6
178,-3.93,29,1,7
179,-3.71,29,1,8
180,-48.79,3,1,0
181,-31.68,3,1,1
182,-17.04,3,1,2
183,-16.71,3,1,3
184,-6.5,3,1,4
185,-8.75,3,1,5
186,-2.02,3,1,6
187,-2.74,3,1,7
188,-1.42,3,1,8
189,-40.59,30,1,0
190,-36.21,30,1,1
191,-22.36,30,1,2
192,-14.59,30,1,3
193,-10.96,30,1,4
194,-8.02,30,1,5
195,-8.37,30,1,6
196,-1.18,30,1,7
197,-0.09,30,1,8
198,-19.38,31,1,0
199,-14.69,31,1,1
200,-0.12,31,1,2
201,3.82,31,1,3
202,4.06,31,1,4
203,2.6,31,1,5
204,13.15,31,1,6
205,18.26,31,1,7
206,10.87,31,1,8
207,-29.78,32,1,0
208,-27.64,32,1,1
209,-14.38,32,1,2
210,-12.11,32,1,3
211,-13.85,32,1,4
212,-11.74,32,1,5
213,-14.6,32,1,6
214,-11.22,32,1,7
215,-1.37,32,1,8
216,-29.73,33,1,0
217,3.79,33,1,1
218,10.83,33,1,2
219,22.54,33,1,3
220,18.11,33,1,4
221,17.24,33,1,5
222,18.02,33,1,6
223,17.6,33,1,7
224,21.16,33,1,8
225,-29.27,34,1,0
226,-23.74,34,1,1
227,-21.14,34,1,2
228,-30.08,34,1,3
229,-23.75,34,1,4
230,-25.39,34,1,5
231,-21.54,34,1,6
232,-23.03,34,1,7
233,-21.31,34,1,8
234,-12.2,35,1,0
235,0.9,35,1,1
236,9.25,35,1,2
237,14.4,35,1,3
238,27.18,35,1,4
239,21.18,35,1,5
240,28.0,35,1,6
241,22.93,35,1,7
242,24.63,35,1,8
243,-19.51,36,1,0
244,0.61,36,1,1
245,11.76,36,1,2
246,6.68,36,1,3
247,9.66,36,1,4
248,18.93,36,1,5
249,26.59,36,1,6
250,21.4,36,1,7
251,29.53,36,1,8
252,-18.83,37,1,0
253,7.35,37,1,1
254,18.4,37,1,2
255,25.35,37,1,3
256,28.19,37,1,4
257,18.38,37,1,5
258,32.3,37,1,6
259,18.41,37,1,7
260,23.46,37,1,8
261,-22.44,38,1,0
262,-18.45,38,1,1
263,-4.0,38,1,2
264,-8.29,38,1,3
265,-4.05,38,1,4
266,-3.11,38,1,5
267,-19.45,38,1,6
268,-14.62,38,1,7
269,-19.93,38,1,8
270,-41.55,39,1,0
271,-23.6,39,1,1
272,-23.41,39,1,2
273,-22.59,39,1,3
274,-8.95,39,1,4
275,2.79,39,1,5
276,4.86,39,1,6
277,7.23,39,1,7
278,6.22,39,1,8
279,-41.1,4,1,0
280,-18.42,4,1,1
281,-20.05,4,1,2
282,-19.74,4,1,3
283,-15.87,4,1,4
284,-21.53,4,1,5
285,-22.86,4,1,6
286,-18.88,4,1,7
287,-21.96,4,1,8
288,-37.75,40,1,0
289,-27.06,40,1,1
290,-32.31,40,1,2
291,-14.49,40,1,3
292,2.1,40,1,4
293,12.57,40,1,5
294,18.33,40,1,6
295,17.87,40,1,7
296,27.82,40,1,8
297,-15.98,41,1,0
298,-18.03,41,1,1
299,-14.21,41,1,2
300,-13.84,41,1,3
301,-8.69,41,1,4
302,-13.19,41,1,5
303,-14.48,41,1,6
304,-8.26,41,1,7
305,-3.17,41,1,8
306,-25.48,42,1,0
307,-20.0,42,1,1
308,-14.48,42,1,2
309,-13.43,42,1,3
310,-14.89,42,1,4
311,-10.24,42,1,5
312,-12.48,42,1,6
313,-9.66,42,1,7
314,-10.55,42,1,8
315,-36.73,43,1,0
316,-35.67,43,1,1
317,-35.39,43,1,2
318,-17.87,43,1,3
319,-16.41,43,1,4
320,-19.07,43,1,5
321,-19.82,43,1,6
322,-17.03,43,1,7
323,-18.2,43,1,8
324,-21.14,44,1,0
325,-13.79,44,1,1
326,-22.4,44,1,2
327,-20.64,44,1,3
328,-26.77,44,1,4
329,-22.17,44,1,5
330,-21.91,44,1,6
331,-21.07,44,1,7
332,-15.36,44,1,8
333,-29.78,45,1,0
334,-15.83,45,1,1
335,-11.43,45,1,2
336,-7.2,45,1,3
337,-8.64,45,1,4
338,-0.49,45,1,5
339,-3.4,45,1,6
340,0.29,45,1,7
341,4.32,45,1,8
342,-22.85,46,1,0
343,-15.3,46,1,1
344,-15.21,46,1,2
345,-12.93,46,1,3
346,-11.51,46,1,4
347,-7.33,46,1,5
348,-4.71,46,1,6
349,-7.83,46,1,7
350,-4.98,46,1,8
351,-40.31,47,1,0
352,-35.3,47,1,1
353,-31.61,47,1,2
354,-35.34,47,1,3
355,-34.39,47,1,4
356,-37.51,47,1,5
357,-22.37,47,1,6
358,-15.61,47,1,7
359,-9.72,47,1,8
360,-16.76,48,1,0
361,4.63,48,1,1
362,7.07,48,1,2
363,3.52,48,1,3
364,1.51,48,1,4
365,13.22,48,1,5
366,15.67,48,1,6
367,18.87,48,1,7
368,11.96,48,1,8
369,,49,1,0
370,-26.93,49,1,1
371,-21.09,49,1,2
372,-18.09,49,1,3
373,-16.57,49,1,4
374,-25.27,49,1,5
375,-15.6,49,1,6
376,-8.48,49,1,7
377,-4.2,49,1,8
378,-5.32,49,1,9
379,,49,1,10
380,-24.65,49,1,11
381,-16.42,49,1,12
382,0.89,49,1,13
383,12.14,49,1,14
384,11.42,49,1,15
385,13.29,49,1,16
386,17.4,49,1,17
387,16.23,49,1,18
388,21.26,49,1,19
389,,49,1,20
390,-17.82,5,1,0
391,-17.18,5,1,1
392,-14.24,5,1,2
393,-14.25,5,1,3
394,-5.71,5,1,4
395,1.4,5,1,5
396,-4.6,5,1,6
397,-7.2,5,1,7
398,-2.34,5,1,8
399,-24.81,50,1,0
400,-22.56,50,1,1
401,-14.67,50,1,2
402,-12.98,50,1,3
403,-7.29,50,1,4
404,-3.7,50,1,5
405,1.91,50,1,6
406,-3.92,50,1,7
407,-1.55,50,1,8
408,-36.48,6,1,0
409,-34.32,6,1,1
410,-28.39,6,1,2
411,-28.92,6,1,3
412,-23.05,6,1,4
413,-7.45,6,1,5
414,-9.65,6,1,6
415,-8.35,6,1,7
416,-10.72,6,1,8
417,-15.91,7,1,0
418,-12.52,7,1,1
419,7.82,7,1,2
420,7.33,7,1,3
421,11.58,7,1,4
422,17.49,7,1,5
423,20.76,7,1,6
424,22.42,7,1,7
425,23.17,7,1,8
426,-34.04,8,1,0
427,-26.18,8,1,1
428,-22.73,8,1,2
429,-24.13,8,1,3
430,-22.61,8,1,4
431,-25.63,8,1,5
432,-23.73,8,1,6
433,-28.71,8,1,7
434,-22.77,8,1,8
435,-36.51,9,1,0
436,-28.3,9,1,1
437,-21.88,9,1,2
438,-17.01,9,1,3
439,-6.04,9,1,4
440,9.34,9,1,5
441,12.81,9,1,6
442,10.89,9,1,7
443,13.24,9,1,8
444,-8.75,10,2,0
445,-1.16,10,2,1
446,4.95,10,2,2
447,8.18,10,2,3
448,14.11,10,2,4
449,12.51,10,2,5
450,20.62,10,2,6
451,27.08,10,2,7
452,23.99,10,2,8
453,-39.11,11,2,0
454,-27.59,11,2,1
455,-26.73,11,2,2
456,-33.3,11,2,3
457,-27.42,11,2,4
458,-22.47,11,2,5
459,-18.35,11,2,6
460,-23.43,11,2,7
461,-19.11,11,2,8
462,-19.26,12,2,0
463,-13.36,12,2,1
464,-11.72,12,2,2
465,-6.01,12,2,3
466,-11.8,12,2,4
467,-5.18,12,2,5
468,-5.51,12,2,6
469,-0.42,12,2,7
470,-5.14,12,2,8
471,-35.8,13,2,0
472,-20.8,13,2,1
473,-12.02,13,2,2
474,-9.79,13,2,3
475,-6.82,13,2,4
476,-1.49,13,2,5
477,-3.1,13,2,6
478,0.47,13,2,7
479,-4.51,13,2,8
480,-27.08,15,2,0
481,-31.11,15,2,1
482,-21.1,15,2,2
483,-15.89,15,2,3
484,-14.87,15,2,4
485,-7.21,15,2,5
486,-10.43,15,2,6
487,-3.02,15,2,7
488,2.67,15,2,8
489,-38.41,16,2,0
490,-23.41,16,2,1
491,-14.38,16,2,2
492,-10.83,16,2,3
493,-12.99,16,2,4
494,-16.88,16,2,5
495,-13.92,16,2,6
496,-6.97,16,2,7
497,-7.71,16,2,8
498,-28.39,17,2,0
499,-22.93,17,2,1
500,-20.54,17,2,2
501,-22.66,17,2,3
502,-16.34,17,2,4
503,-7.54,17,2,5
504,-7.82,17,2,6
505,-4.38,17,2,7
506,-13.37,17,2,8
507,-39.96,18,2,0
508,-46.01,18,2,1
509,-41.95,18,2,2
510,-34.41,18,2,3
511,-20.74,18,2,4
512,-33.71,18,2,5
513,-43.64,18,2,6
514,-31.95,18,2,7
515,-30.31,18,2,8
516,-18.89,19,2,0
517,-14.47,19,2,1
518,-12.82,19,2,2
519,-11.36,19,2,3
520,-6.74,19,2,4
521,-0.57,19,2,5
522,-0.49,19,2,6
523,8.27,19,2,7
524,10.57,19,2,8
525,-19.92,20,2,0
526,2.91,20,2,1
527,7.06,20,2,2
528,5.67,20,2,3
529,5.71,20,2,4
530,8.03,20,2,5
531,8.61,20,2,6
532,9.53,20,2,7
533,6.59,20,2,8
534,-35.55,21,2,0
535,-28.48,21,2,1
536,-23.06,21,2,2
537,-6.2,21,2,3
538,2.75,21,2,4
539,5.87,21,2,5
540,8.94,21,2,6
541,11.01,21,2,7
542,13.59,21,2,8
543,-25.66,22,2,0
544,-14.34,22,2,1
545,4.21,22,2,2
546,2.0,22,2,3
547,5.93,22,2,4
548,9.31,22,2,5
549,14.38,22,2,6
550,9.77,22,2,7
551,24.7,22,2,8
552,-41.13,23,2,0
553,-25.56,23,2,1
554,-11.0,23,2,2
555,-4.26,23,2,3
556,-3.14,23,2,4
557,3.23,23,2,5
558,10.28,23,2,6
559,8.93,23,2,7
560,11.24,23,2,8
561,-31.71,24,2,0
562,-20.89,24,2,1
563,-24.12,24,2,2
564,-23.68,24,2,3
565,-14.99,24,2,4
566,-14.21,24,2,5
567,-15.62,24,2,6
568,-15.27,24,2,7
569,-17.35,24,2,8
570,-12.42,28,2,0
571,-2.69,28,2,1
572,4.56,28,2,2
573,10.28,28,2,3
574,9.59,28,2,4
575,7.0,28,2,5
576,11.17,28,2,6
577,27.09,28,2,7
578,25.3,28,2,8
579,-24.59,3,2,0
580,1.23,3,2,1
581,8.83,3,2,2
582,6.22,3,2,3
583,8.64,3,2,4
584,6.28,3,2,5
585,5.33,3,2,6
586,6.87,3,2,7
587,11.51,3,2,8
588,-30.96,30,2,0
589,-18.93,30,2,1
590,-19.37,30,2,2
591,-14.84,30,2,3
592,-11.23,30,2,4
593,-7.95,30,2,5
594,6.4,30,2,6
595,12.07,30,2,7
596,8.9,30,2,8
597,-22.97,32,2,0
598,-20.68,32,2,1
599,-19.8,32,2,2
600,-22.01,32,2,3
601,-19.45,32,2,4
602,-12.2,32,2,5
603,10.03,32,2,6
604,12.59,32,2,7
605,5.6,32,2,8
606,-31.51,33,2,0
607,-18.84,33,2,1
608,-12.5,33,2,2
609,-8.45,33,2,3
610,-15.4,33,2,4
611,-5.58,33,2,5
612,-5.66,33,2,6
613,-5.98,33,2,7
614,-2.37,33,2,8
615,-16.45,34,2,0
616,14.56,34,2,1
617,20.56,34,2,2
618,10.63,34,2,3
619,21.43,34,2,4
620,18.86,34,2,5
621,21.09,34,2,6
622,17.24,34,2,7
623,16.65,34,2,8
624,-30.03,37,2,0
625,-24.93,37,2,1
626,-33.63,37,2,2
627,-16.19,37,2,3
628,-2.16,37,2,4
629,0.44,37,2,5
630,0.13,37,2,6
631,-2.99,37,2,7
632,-1.79,37,2,8
633,-34.89,38,2,0
634,-33.74,38,2,1
635,-30.64,38,2,2
636,-29.76,38,2,3
637,3.98,38,2,4
638,16.26,38,2,5
639,33.71,38,2,6
640,29.55,38,2,7
641,20.02,38,2,8
642,-28.98,4,2,0
643,-22.1,4,2,1
644,-15.89,4,2,2
645,-13.91,4,2,3
646,-10.14,4,2,4
647,-14.82,4,2,5
648,-7.45,4,2,6
649,-13.28,4,2,7
650,-13.35,4,2,8
651,-24.44,44,2,0
652,-17.05,44,2,1
653,-9.86,44,2,2
654,3.38,44,2,3
655,0.42,44,2,4
656,4.63,44,2,5
657,15.44,44,2,6
658,21.34,44,2,7
659,26.49,44,2,8
660,-9.77,45,2,0
661,20.47,45,2,1
662,24.8,45,2,2
663,28.11,45,2,3
664,18.92,45,2,4
665,18.65,45,2,5
666,37.17,45,2,6
667,25.08,45,2,7
668,23.04,45,2,8
669,-32.12,46,2,0
670,-24.43,46,2,1
671,-26.82,46,2,2
672,-17.71,46,2,3
673,-14.76,46,2,4
674,-14.75,46,2,5
675,-12.92,46,2,6
676,-14.96,46,2,7
677,-14.38,46,2,8
678,-15.92,47,2,0
679,0.27,47,2,1
680,12.79,47,2,2
681,16.58,47,2,3
682,14.63,47,2,4
683,21.72,47,2,5
684,29.01,47,2,6
685,29.93,47,2,7
686,31.38,47,2,8
687,-23.87,48,2,0
688,-8.72,48,2,1
689,9.21,48,2,2
690,7.18,48,2,3
691,14.82,48,2,4
692,20.82,48,2,5
693,20.76,48,2,6
694,21.38,48,2,7
695,33.46,48,2,8
696,,49,2,0
697,-16.68,49,2,1
698,6.97,49,2,2
699,27.35,49,2,3
700,31.46,49,2,4
701,20.83,49,2,5
702,23.27,49,2,6
703,28.22,49,2,7
704,26.81,49,2,8
705,22.76,49,2,9
706,,49,2,10
707,-22.53,49,2,11
708,-12.85,49,2,12
709,-24.69,49,2,13
710,-27.43,49,2,14
711,-16.52,49,2,15
712,-12.4,49,2,16
713,-6.48,49,2,17
714,-3.48,49,2,18
715,-1.74,49,2,19
716,,49,2,20
717,-28.14,5,2,0
718,-8.42,5,2,1
719,-14.32,5,2,2
720,-12.24,5,2,3
721,-12.41,5,2,4
722,-9.08,5,2,5
723,-7.62,5,2,6
724,-5.23,5,2,7
725,-4.83,5,2,8
726,-24.97,50,2,0
727,-29.78,50,2,1
728,-30.13,50,2,2
729,-8.08,50,2,3
730,12.5,50,2,4
731,18.91,50,2,5
732,15.2,50,2,6
733,18.01,50,2,7
734,32.3,50,2,8
735,-31.97,6,2,0
736,-26.97,6,2,1
737,-24.07,6,2,2
738,-25.96,6,2,3
739,-24.31,6,2,4
740,-22.89,6,2,5
741,-25.19,6,2,6
742,-22.43,6,2,7
743,-22.87,6,2,8
744,-25.47,7,2,0
745,-16.76,7,2,1
746,-7.75,7,2,2
747,-8.84,7,2,3
748,-12.69,7,2,4
749,-13.42,7,2,5
750,-15.21,7,2,6
751,-12.41,7,2,7
752,-7.98,7,2,8
753,-39.45,8,2,0
754,-23.51,8,2,1
755,-12.39,8,2,2
756,-10.22,8,2,3
757,-11.83,8,2,4
758,-8.17,8,2,5
759,-2.87,8,2,6
760,-3.21,8,2,7
761,-10.12,8,2,8
762,-37.46,9,2,0
763,-33.74,9,2,1
764,-36.36,9,2,2
765,-34.72,9,2,3
766,-39.49,9,2,4
767,-34.16,9,2,5
768,-36.58,9,2,6
769,-35.29,9,2,7
770,-36.04,9,2,8
771,-32.52,10,3,0
772,-21.65,10,3,1
773,-20.54,10,3,2
774,-22.13,10,3,3
775,-14.74,10,3,4
776,-15.74,10,3,5
777,-4.84,10,3,6
778,-6.01,10,3,7
779,-8.66,10,3,8
780,-35.88,11,3,0
781,-17.78,11,3,1
782,-20.79,11,3,2
783,-15.07,11,3,3
784,-15.09,11,3,4
785,-5.04,11,3,5
786,0.35,11,3,6
787,-2.79,11,3,7
788,-0.63,11,3,8
789,-18.35,12,3,0
790,-5.97,12,3,1
791,-0.34,12,3,2
792,11.38,12,3,3
793,7.7,12,3,4
794,0.38,12,3,5
795,8.68,12,3,6
796,7.48,12,3,7
797,5.71,12,3,8
798,-15.01,13,3,0
799,-0.12,13,3,1
800,7.67,13,3,2
801,8.72,13,3,3
802,15.17,13,3,4
803,18.85,13,3,5
804,15.25,13,3,6
805,25.82,13,3,7
806,26.69,13,3,8
807,-17.5,15,3,0
808,-1.8,15,3,1
809,18.63,15,3,2
810,19.09,15,3,3
811,18.34,15,3,4
812,20.05,15,3,5
813,18.82,15,3,6
814,27.59,15,3,7
815,23.55,15,3,8
816,-18.14,19,3,0
817,0.76,19,3,1
818,11.03,19,3,2
819,7.4,19,3,3
820,8.62,19,3,4
821,13.74,19,3,5
822,20.57,19,3,6
823,28.28,19,3,7
824,22.87,19,3,8
825,-8.25,20,3,0
826,7.49,20,3,1
827,15.96,20,3,2
828,11.45,20,3,3
829,28.7,20,3,4
830,22.06,20,3,5
831,23.1,20,3,6
832,22.98,20,3,7
833,25.19,20,3,8
834,-23.3,21,3,0
835,-19.33,21,3,1
836,-2.09,21,3,2
837,10.21,21,3,3
838,16.99,21,3,4
839,37.27,21,3,5
840,33.5,21,3,6
841,34.23,21,3,7
842,40.34,21,3,8
843,-36.2,22,3,0
844,0.65,22,3,1
845,11.49,22,3,2
846,16.2,22,3,3
847,20.68,22,3,4
848,24.32,22,3,5
849,25.82,22,3,6
850,25.66,22,3,7
851,34.25,22,3,8
852,-38.17,23,3,0
853,-32.76,23,3,1
854,-9.36,23,3,2
855,5.69,23,3,3
856,22.51,23,3,4
857,26.35,23,3,5
858,27.6,23,3,6
859,29.9,23,3,7
860,30.84,23,3,8
861,-29.55,24,3,0
862,-25.26,24,3,1
863,-24.72,24,3,2
864,-16.42,24,3,3
865,-13.77,24,3,4
866,-17.01,24,3,5
867,-14.83,24,3,6
868,-7.05,24,3,7
869,11.25,24,3,8
870,-43.08,25,3,0
871,-22.77,25,3,1
872,3.1,25,3,2
873,20.08,25,3,3
874,21.48,25,3,4
875,25.36,25,3,5
876,23.96,25,3,6
877,20.43,25,3,7
878,30.35,25,3,8
879,-27.57,26,3,0
880,-21.28,26,3,1
881,-7.71,26,3,2
882,1.12,26,3,3
883,-1.96,26,3,4
884,2.8,26,3,5
885,11.74,26,3,6
886,15.37,26,3,7
887,28.79,26,3,8
888,-33.85,27,3,0
889,-20.49,27,3,1
890,-15.87,27,3,2
891,-11.42,27,3,3
892,-9.01,27,3,4
893,-9.07,27,3,5
894,-6.83,27,3,6
895,-3.13,27,3,7
896,-12.67,27,3,8
897,-32.43,3,3,0
898,-41.44,3,3,1
899,-14.25,3,3,2
900,-11.06,3,3,3
901,-11.14,3,3,4
902,-10.99,3,3,5
903,-11.48,3,3,6
904,-13.79,3,3,7
905,-11.12,3,3,8
906,-8.64,31,3,0
907,1.94,31,3,1
908,22.67,31,3,2
909,17.68,31,3,3
910,16.32,31,3,4
911,19.37,31,3,5
912,18.94,31,3,6
913,17.74,31,3,7
914,21.71,31,3,8
915,-18.32,32,3,0
916,-12.34,32,3,1
917,4.41,32,3,2
918,16.31,32,3,3
919,24.4,32,3,4
920,35.54,32,3,5
921,22.73,32,3,6
922,26.24,32,3,7
923,31.98,32,3,8
924,-31.38,33,3,0
925,-20.2,33,3,1
926,-27.6,33,3,2
927,-31.91,33,3,3
928,-17.85,33,3,4
929,6.07,33,3,5
930,14.85,33,3,6
931,17.8,33,3,7
932,13.85,33,3,8
933,-31.29,35,3,0
934,-25.99,35,3,1
935,-18.17,35,3,2
936,0.37,35,3,3
937,10.04,35,3,4
938,24.23,35,3,5
939,35.65,35,3,6
940,25.55,35,3,7
941,39.17,35,3,8
942,-32.17,37,3,0
943,0.0,37,3,1
944,20.04,37,3,2
945,21.1,37,3,3
946,26.62,37,3,4
947,28.2,37,3,5
948,29.03,37,3,6
949,30.39,37,3,7
950,27.98,37,3,8
951,-26.24,39,3,0
952,-21.58,39,3,1
953,-17.34,39,3,2
954,-11.89,39,3,3
955,-4.38,39,3,4
956,10.71,39,3,5
957,5.39,39,3,6
958,7.65,39,3,7
959,15.51,39,3,8
960,-17.99,4,3,0
961,-7.27,4,3,1
962,-5.91,4,3,2
963,-13.0,4,3,3
964,-11.01,4,3,4
965,-14.13,4,3,5
966,-19.13,4,3,6
967,-23.91,4,3,7
968,-21.11,4,3,8
969,-11.56,40,3,0
970,-10.9,40,3,1
971,-10.35,40,3,2
972,-9.61,40,3,3
973,-2.26,40,3,4
974,-3.61,40,3,5
975,-1.7,40,3,6
976,6.17,40,3,7
977,11.7,40,3,8
978,-24.39,41,3,0
979,-15.88,41,3,1
980,-6.75,41,3,2
981,-6.34,41,3,3
982,-14.25,41,3,4
983,7.32,41,3,5
984,14.36,41,3,6
985,17.41,41,3,7
986,13.71,41,3,8
987,-26.68,42,3,0
988,-11.44,42,3,1
989,-11.8,42,3,2
990,-4.85,42,3,3
991,-0.52,42,3,4
992,0.56,42,3,5
993,8.24,42,3,6
994,12.74,42,3,7
995,24.34,42,3,8
996,-30.36,43,3,0
997,-21.23,43,3,1
998,-11.8,43,3,2
999,-13.57,43,3,3
1000,2.28,43,3,4
1001,11.92,43,3,5
1002,30.52,43,3,6
1003,33.92,43,3,7
1004,51.62,43,3,8
1005,-38.07,44,3,0
1006,-25.66,44,3,1
1007,-10.13,44,3,2
1008,-2.85,44,3,3
1009,4.78,44,3,4
1010,12.01,44,3,5
1011,13.26,44,3,6
1012,8.42,44,3,7
1013,15.74,44,3,8
1014,-37.4,45,3,0
1015,-35.27,45,3,1
1016,-32.81,45,3,2
1017,-33.13,45,3,3
1018,-32.02,45,3,4
1019,-17.84,45,3,5
1020,1.45,45,3,6
1021,13.87,45,3,7
1022,17.0,45,3,8
1023,-31.04,46,3,0
1024,2.67,46,3,1
1025,16.06,46,3,2
1026,23.33,46,3,3
1027,18.55,46,3,4
1028,4.73,46,3,5
1029,19.7,46,3,6
1030,15.35,46,3,7
1031,22.28,46,3,8
1032,-27.9,47,3,0
1033,-20.52,47,3,1
1034,-9.67,47,3,2
1035,-4.13,47,3,3
1036,-8.41,47,3,4
1037,-0.33,47,3,5
1038,3.66,47,3,6
1039,16.64,47,3,7
1040,32.37,47,3,8
1041,-34.3,48,3,0
1042,-21.7,48,3,1
1043,-16.82,48,3,2
1044,-4.85,48,3,3
1045,15.54,48,3,4
1046,18.32,48,3,5
1047,25.62,48,3,6
1048,33.13,48,3,7
1049,31.51,48,3,8
1050,,49,3,0
1051,-23.3,49,3,1
1052,-13.51,49,3,2
1053,-5.87,49,3,3
1054,-13.06,49,3,4
1055,-4.22,49,3,5
1056,8.13,49,3,6
1057,27.08,49,3,7
1058,40.07,49,3,8
1059,53.11,49,3,9
1060,,49,3,10
1061,-30.75,49,3,11
1062,-23.99,49,3,12
1063,-21.94,49,3,13
1064,-15.35,49,3,14
1065,-14.08,49,3,15
1066,-7.69,49,3,16
1067,-10.27,49,3,17
1068,1.92,49,3,18
1069,16.45,49,3,19
1070,,49,3,20
1071,-26.53,5,3,0
1072,-15.7,5,3,1
1073,-4.4,5,3,2
1074,-1.25,5,3,3
1075,-5.55,5,3,4
1076,-9.5,5,3,5
1077,1.14,5,3,6
1078,-2.27,5,3,7
1079,-0.69,5,3,8
1080,-35.6,50,3,0
1081,-23.18,50,3,1
1082,5.18,50,3,2
1083,23.76,50,3,3
1084,24.29,50,3,4
1085,32.72,50,3,5
1086,27.52,50,3,6
1087,37.76,50,3,7
1088,32.04,50,3,8
1089,-26.26,6,3,0
1090,-18.14,6,3,1
1091,-17.44,6,3,2
1092,-20.07,6,3,3
1093,-16.67,6,3,4
1094,-9.33,6,3,5
1095,-14.6,6,3,6
1096,-14.48,6,3,7
1097,-12.41,6,3,8
1098,-37.62,7,3,0
1099,-20.45,7,3,1
