,175
0,-9.4
1,-6.5
2,-7.4
3,-7.600000000000001
4,-8.200000000000001
5,-6.4
6,-8.6
7,-2.4
8,-6.8
9,-3.599999999999999
10,-9.500000000000002
11,-6.9
12,-3.7999999999999994
13,-8.399999999999999
14,-8.000000000000002
15,-5.6
16,-5.0
17,-7.000000000000001
18,-4.5
19,-3.000000000000001
20,-1.5999999999999999
21,0.3999999999999998
22,4.300000000000001
23,-3.000000000000001
24,5.0
25,-0.2999999999999998
26,2.5000000000000004
27,-1.0
28,-5.000000000000001
29,4.8
30,6.6
31,-3.608224830031759e-16
32,-1.2999999999999992
33,0.7000000000000004
34,9.3
35,7.199999999999998
36,2.0
37,10.4
38,10.0
39,30.7
40,6.799999999999999
41,5.8999999999999995
42,18.7
43,18.9
44,20.999999999999996
45,18.2
46,29.5
47,63.699999999999996
48,26.3
49,31.799999999999997
50,28.000000000000004
51,39.9
52,19.299999999999997
53,63.60000000000001
54,39.800000000000004
55,36.800000000000004
56,55.8
57,45.199999999999996
58,36.8
59,48.400000000000006
60,43.199999999999996
61,65.89999999999999
62,19.599999999999998
63,46.3
64,32.7
65,60.099999999999994
66,39.9
67,52.900000000000006
68,57.300000000000004
69,39.0
70,53.3
71,46.900000000000006
72,59.599999999999994
73,42.9
74,24.900000000000006
75,45.49999999999999
76,58.70000000000001
77,63.89999999999999
78,29.1
79,54.4
80,38.0
81,52.599999999999994
82,52.3
83,47.10000000000001
84,39.7
85,31.6
86,50.5
87,45.300000000000004
88,30.099999999999998
89,31.6
90,48.6
91,33.699999999999996
92,55.1
93,61.599999999999994
94,47.2
95,32.199999999999996
96,60.4
97,39.3
98,49.4
99,76.2
