,Score,Epslon,round
0,-25.5,3.616339199999996,0
1,-23.27,0.01776,1
2,-19.07,0.01776,2
3,-15.18,0.01776,3
4,-15.33,0.01776,4
5,-18.49,0.01776,5
6,-15.02,0.01776,6
7,-11.21,0.01776,7
8,-7.19,0.01776,8
