,129
0,-7.699999999999999
1,-6.9
2,-7.700000000000001
3,-6.800000000000001
4,-8.799999999999999
5,-9.3
6,-7.500000000000001
7,-4.5
8,-7.600000000000001
9,-5.3
10,-1.6000000000000005
11,-10.700000000000001
12,-7.199999999999999
13,-5.6000000000000005
14,-6.8
15,-4.1
16,-5.2
17,-8.600000000000001
18,-1.5999999999999999
19,-6.100000000000001
20,0.19999999999999996
21,-7.6000000000000005
22,-7.800000000000001
23,-8.9
24,-9.8
25,-3.4
26,-6.4
27,-6.4
28,-4.799999999999999
29,-5.800000000000001
30,-5.3999999999999995
31,-7.0
32,-3.2
33,-6.1
34,-8.3
35,0.6000000000000001
36,-4.5
37,-5.800000000000001
38,-1.7
39,-0.4999999999999999
40,3.7
41,-2.7000000000000006
42,3.6000000000000005
43,-6.2
44,-1.2000000000000004
45,-2.0000000000000004
46,2.6999999999999993
47,2.5999999999999996
48,2.9
49,1.4
50,10.600000000000001
51,21.9
52,13.7
53,18.299999999999997
54,33.900000000000006
55,53.1
56,33.199999999999996
57,26.6
58,26.2
59,44.20000000000001
60,62.79999999999999
61,64.10000000000001
62,39.800000000000004
63,45.39999999999999
64,53.4
65,55.800000000000004
66,51.8
67,25.3
68,49.3
69,39.900000000000006
70,28.9
71,46.3
72,51.00000000000001
73,40.0
74,29.5
75,45.00000000000001
76,28.0
77,26.7
78,68.0
79,49.4
80,63.800000000000004
81,43.0
82,36.8
83,38.1
84,38.49999999999999
85,22.500000000000004
86,35.4
87,48.80000000000001
88,58.2
89,34.5
90,23.7
91,42.7
92,43.900000000000006
93,48.5
94,75.3
95,35.6
96,65.8
97,69.8
98,37.3
99,70.3
