,Score,Epslon,round
0,-32.41,1.6172271999999959,0
1,-12.82,0.01776,1
2,-8.62,0.01776,2
3,5.79,0.01776,3
4,10.06,0.01776,4
5,15.1,0.01776,5
6,12.78,0.01776,6
7,12.17,0.01776,7
8,32.77,0.01776,8
