,46
0,-7.800000000000002
1,-8.2
2,-6.4
3,-7.6000000000000005
4,-6.2
5,-6.6000000000000005
6,-8.3
7,-7.200000000000001
8,-7.5
9,-6.6000000000000005
10,-9.0
11,-0.3999999999999999
12,-2.4
13,-1.1
14,-8.600000000000001
15,-8.7
16,-8.600000000000001
17,-1.5
18,-2.4000000000000004
19,1.2999999999999996
20,0.9999999999999998
21,3.8999999999999995
22,-1.4
23,3.5999999999999996
24,32.6
25,40.099999999999994
26,58.6
27,39.9
28,25.2
29,20.4
30,20.2
31,49.7
32,25.1
33,16.2
34,37.300000000000004
35,45.89999999999999
36,47.39999999999999
37,46.2
38,40.5
39,46.300000000000004
40,55.4
41,34.4
42,42.699999999999996
43,50.2
44,80.8
45,46.599999999999994
46,41.99999999999999
47,54.5
48,49.0
49,60.0
50,30.900000000000002
51,44.0
52,49.199999999999996
53,42.3
54,52.99999999999999
55,65.5
56,48.6
57,85.9
58,60.199999999999996
59,47.800000000000004
60,55.39999999999999
61,53.699999999999996
62,83.2
63,44.1
64,37.0
65,103.0
66,45.5
67,45.39999999999999
68,54.7
69,42.6
70,60.49999999999999
71,34.2
72,42.39999999999999
73,49.699999999999996
74,52.3
75,38.599999999999994
76,60.00000000000001
77,58.8
78,38.5
79,51.699999999999996
80,47.8
81,35.6
82,54.199999999999996
83,44.5
84,56.1
85,27.699999999999996
86,50.60000000000001
87,54.699999999999996
88,56.50000000000001
89,62.0
90,61.9
91,61.399999999999984
92,69.39999999999999
93,19.700000000000003
94,68.4
95,70.0
96,38.20000000000001
97,50.5
98,48.89999999999999
99,60.3
