,Score,Epslon,round
0,-24.65,1.2174047999999957,0
1,-16.42,0.01776,1
2,0.89,0.01776,2
3,12.14,0.01776,3
4,11.42,0.01776,4
5,13.29,0.01776,5
6,17.4,0.01776,6
7,16.23,0.01776,7
8,21.26,0.01776,8
