,Score,Epslon,round
0,-47.15,2.4168719999999957,0
1,-26.75,0.01776,1
2,-24.22,0.01776,2
3,-2.7,0.01776,3
4,9.13,0.01776,4
5,9.97,0.01776,5
6,17.69,0.01776,6
7,28.9,0.01776,7
8,21.06,0.01776,8
