,Score,Epslon,round
0,-27.15,4.815806399999996,0
1,-9.87,0.01776,1
2,-7.55,0.01776,2
3,-3.78,0.01776,3
4,-4.3,0.01776,4
5,0.99,0.01776,5
6,19.32,0.01776,6
7,22.56,0.01776,7
8,6.95,0.01776,8
