,Score,Epslon,round
0,-11.87,1.6172271999999959,0
1,15.28,0.01776,1
2,13.43,0.01776,2
3,27.56,0.01776,3
4,30.74,0.01776,4
5,37.81,0.01776,5
6,27.05,0.01776,6
7,17.11,0.01776,7
8,33.08,0.01776,8
