,Score,Epslon,round
0,-29.53,2.0170495999999956,0
1,-14.43,0.01776,1
2,-2.58,0.01776,2
3,0.04,0.01776,3
4,8.57,0.01776,4
5,12.99,0.01776,5
6,8.7,0.01776,6
7,4.39,0.01776,7
8,6.31,0.01776,8
