,Score,Epslon,round
0,-26.02,3.216516799999996,0
1,-27.18,0.01776,1
2,-17.07,0.01776,2
3,-1.45,0.01776,3
4,11.31,0.01776,4
5,12.84,0.01776,5
6,20.75,0.01776,6
7,25.72,0.01776,7
8,15.81,0.01776,8
