,Score,Epslon,round
0,-21.98,2.8166943999999954,0
1,-6.56,0.01776,1
2,4.7,0.01776,2
3,11.98,0.01776,3
4,14.0,0.01776,4
5,8.69,0.01776,5
6,17.0,0.01776,6
7,15.2,0.01776,7
8,26.56,0.01776,8
